,/@Count,/@Count/#agg,/@Rows,/tri_facility/ASGN_AGENCY,/tri_facility/ASGN_FEDERAL_IND,/tri_facility/ASGN_PARTIAL_IND,/tri_facility/ASGN_PARTIAL_IND/#agg,/tri_facility/ASGN_PUBLIC_CONTACT,/tri_facility/ASGN_PUBLIC_CONTACT_EMAIL,/tri_facility/ASGN_PUBLIC_PHONE,/tri_facility/ASGN_PUBLIC_PHONE_EXT,/tri_facility/ASGN_PUBLIC_PHONE_EXT/#agg,/tri_facility/BIA_CODE,/tri_facility/CITY_NAME,/tri_facility/COUNTY_NAME,/tri_facility/FAC_CLOSED_IND,/tri_facility/FAC_CLOSED_IND/#agg,/tri_facility/FAC_LATITUDE,/tri_facility/FAC_LATITUDE/#agg,/tri_facility/FAC_LONGITUDE,/tri_facility/FAC_LONGITUDE/#agg,/tri_facility/FACILITY_NAME,/tri_facility/FRS_ID,/tri_facility/MAIL_CITY,/tri_facility/MAIL_COUNTRY,/tri_facility/MAIL_NAME,/tri_facility/MAIL_PROVINCE,/tri_facility/MAIL_STATE_ABBR,/tri_facility/MAIL_STREET_ADDRESS,/tri_facility/MAIL_ZIP_CODE,/tri_facility/PARENT_CO_DB_NUM,/tri_facility/PARENT_CO_NAME,/tri_facility/PREF_ACCURACY,/tri_facility/PREF_ACCURACY/#agg,/tri_facility/PREF_COLLECT_METH,/tri_facility/PREF_DESC_CATEGORY,/tri_facility/PREF_HORIZONTAL_DATUM,/tri_facility/PREF_LATITUDE,/tri_facility/PREF_LATITUDE/#agg,/tri_facility/PREF_LONGITUDE,/tri_facility/PREF_LONGITUDE/#agg,/tri_facility/PREF_QA_CODE,/tri_facility/PREF_QA_CODE/#agg,/tri_facility/PREF_SOURCE_SCALE,/tri_facility/REGION,/tri_facility/REGION/#agg,/tri_facility/STANDARDIZED_PARENT_COMPANY,/tri_facility/STATE_ABBR,/tri_facility/STATE_COUNTY_FIPS_CODE,/tri_facility/STATE_COUNTY_FIPS_CODE/#agg,/tri_facility/STREET_ADDRESS,/tri_facility/TRI_FACILITY_ID,/tri_facility/ZIP_CODE,/tri_facility/ZIP_CODE/#agg
677,1264,,0-100000,,C,0,0,REZI SHIRGIR,RSHIRGIR@PARKER.COM,7635313564,,,,NEW HOPE,HENNEPIN,0,0,450313,450313,932354,932354,PARKER HANNIFIN HPS,,NEW HOPE,,PARKER HANNIFIN HPS,,MN,5520 HWY 169 N,55428,4175550,PARKER HANNIFIN CORP,,,,,,,,,,,,,5,5,PARKER HANNIFIN CORP,MN,27053,27053,5520 HWY 169 N,55428LDYNP552NH,55428,55428
678,1264,,0-100000,,C,0,0,DAVID HARTWELL,ACCOUNTING@BELLCOMB.COM,7635370200,,,,NEW HOPE,HENNEPIN,1,1,450242,450242,932326,932326,BELLCOMB,,NEW HOPE,UNITED STATES,,,MN,5001 BOONE AVE N,55428,,BELLCOMB TECHNOLOGIES,150,150,A1,PG,1,45.045031,45.045031,93.390477,93.390477,1000,1000,J,5,5,BELLCOMB TECHNOLOGIES,MN,27053,27053,5001 BOONE AVE N,55428LKSDL5001B,55428,55428
679,1264,,0-100000,,C,0,0,MARK BONGERS,,9529382228,,,,NEW HOPE,HENNEPIN,0,0,450243,450243,932331,932331,INNO-FLEX CORP,,NEW HOPE,,INNO-FLEX CORP,,MN,4929 BOONE AVE,55428,62838750,BERYL CORP,,,,,,,,,,,,,5,5,,MN,27053,27053,4929 BOONE AVE,55428NNFLX4929B,55428,55428
680,1264,,0-100000,,C,0,0,KEN BITZ,,6125356440,,,,MINNEAPOLIS,HENNEPIN,0,0,450230,450230,932230,932230,NORDIC PRESS INC,,MINNEAPOLIS,,NORDIC PRESS INC,,MN,5017 BOONE AVE N,55428,,,150,150,UN,UN,1,45.041667,45.041667,93.375,93.375,1010,1010,U,5,5,,MN,27053,27053,5017 BOONE AVE N,55428NRDCP5017B,55428,55428
681,1264,,0-100000,,C,0,0,JAMES W BARTELT,,6124246606,,,,BROOKLYN CENTER,HENNEPIN,0,0,450526,450526,932344,932344,MENASHA PACKAGING NORTH STAR CONTAINER,,BROOKLYN CENTER,,MENASHA PACKAGING NORTH STAR CONTAINER,,MN,7301 NORTHLAND DR,55428,6073126,MENASHA CORP,,,,,,,,,,,,,5,5,,MN,27053,27053,7301 NORTHLAND DR,55428NRTHS7301N,55428,55428
682,1264,,0-100000,,C,0,0,UNITED STATES COMPLIANCE CORP.,EPCRA@USCOMPLIANCE.COM,9522523000,,,,BROOKLYN PARK,HENNEPIN,0,0,450200,450200,931500,931500,MAAX US CORP.,,BROOKLYN PARK,,MAAX US CORP.,,MN,9224 73RD AVE N,55428,,MAAX US CORP,150,150,A1,PG,1,45.087879,45.087879,93.394552,93.394552,1000,1000,J,5,5,,MN,27053,27053,9224 73RD AVE N,55428PRLBT92247,55428,55428
683,1264,,0-100000,,C,0,0,BRADLEY ROBINSON,,6125356737,,,,MINNEAPOLIS,HENNEPIN,0,0,450217,450217,932233,932233,ROBINSON RUBBER PRODUCTS CO,,MINNEAPOLIS,,ROBINSON RUBBER PRODUCTS CO,,MN,4600 QUEBEC AVE N,55428,,,150,150,UN,UN,1,45.038056,45.038056,93.375833,93.375833,1010,1010,U,5,5,,MN,27053,27053,4600 QUEBEC AVE N,55428RBNSN4600Q,55428,55428
684,1264,,0-100000,,C,0,0,BRYAN THOMAS,BRYANTHOMAS@TECHPLATING.COM,7634246624,,,,BROOKLYN PARK,HENNEPIN,0,0,450012,450012,932326,932326,TECHNICAL PLATING INC,,BROOKLYN PARK,,TECHNICAL PLATING INC,,MN,8760 XYLON AVE N -,55445,,,150,150,A1,PG,1,45.113028,45.113028,93.38648,93.38648,1000,1000,J,5,5,,MN,27053,27053,8760 XYLON AVE N -,55428TCHNC86017,55445,55445
685,1264,,0-100000,,C,0,0,TIMOTHY S ABERWALD,TABERWALD@THOMASENGINEERING.COM,7635314111,,,,BROOKLYN PARK,HENNEPIN,0,0,450404,450404,932323,932323,THOMAS ENGINEERING CO,,BROOKLYN PARK,,THOMAS ENGINEERING CO,,MN,7024 NORTHLAND DR N,55428,,,150,150,UN,UN,1,45.083056,45.083056,93.395,93.395,1010,1010,U,5,5,,MN,27053,27053,7024 NORTHLAND DR N,55428THMSN7024N,55428,55428
686,1264,,0-100000,,C,0,0,MICHAEL P. STOCK,,6125332456,,,,NEW HOPE,HENNEPIN,1,1,450349,450349,932249,932249,TK PRODS,,NEW HOPE,,TK PRODS,,MN,5008 HILLSBORO AVE N,55428,60463627,SIERRA CORP,150,150,A1,PG,1,45.046601,45.046601,93.398786,93.398786,1000,1000,J,5,5,,MN,27053,27053,5008 HILLSBORO AVE N,55428TKPRD5008H,55428,55428
687,1264,,0-100000,,C,0,0,JON RITTER,JRITTER@METAL-TECHNOLOGIES.COM,2609202105,,,,NEW HOPE,HENNEPIN,0,0,450254,450254,932324,932324,MINNEAPOLIS DIE CASTING LLC,,NEW HOPE,,MINNEAPOLIS DIE CASTING LLC,,MN,5100 BOONE AVE N,55428,160074555,METAL TECHNOLOGIES INC,150,150,A1,PG,1,45.0476,45.0476,93.3904,93.3904,1000,1000,J,5,5,METAL TECHNOLOGIES INC,MN,27053,27053,5100 BOONE AVE N,55428TLPRD5100B,55428,55428
688,1264,,0-100000,,C,0,0,CHRIS BENZ,CHRIS.M.BENZ@MEDTRONIC.COM,7633919117,,,,BROOKLYN PARK,HENNEPIN,0,0,450538,450538,932346,932346,MEDTRONIC INC PERFUSION SYSTEMS,,BROOKLYN PARK,,MEDTRONIC INC PERFUSION SYSTEMS,,MN,7611 NORTHLAND DR,55428,6261481,MEDTRONIC INC,,,,,,,,,,,,,5,5,MEDTRONIC INC,MN,27053,27053,7611 NORTHLAND DR,55428VCRCR7611N,55428,55428
689,1264,,0-100000,,C,0,0,MIKE ROBERG,MROBERG@THELINDGRENGROUP.COM,7635334822,,,,NEW HOPE,HENNEPIN,0,0,450230,450230,932344,932344,AVTEC FINISHING SYSTEMS INC,,NEW HOPE,,AVTEC FINISHING SYSTEMS INC,,MN,9101 SCIENCE CENTER DR,55428,,,150,150,UN,UN,1,45.041667,45.041667,93.395556,93.395556,1010,1010,U,5,5,,MN,27053,27053,9101 SCIENCE CENTER DR,55428VTCFN9101S,55428,55428
690,1264,,0-100000,,C,0,0,ROSS GREENWALD,ROSSG@CSMP.COM,7635350501,,,,MINNEAPOLIS,HENNEPIN,0,0,0,0,0,0,CASS SCREW MACHINE PRODUCTS LLC,,MINNEAPOLIS,,CASS SCREW MACHINE PRODUCTS LLC,,MN,4800 LILAC DR N,55429,,,,,,,,,,,,,,,5,5,HEARTLAND EQUITY PARTNERS LLC,MN,27053,27053,4800 LILAC DR N,5542WCSSSC48LIL,55429,55429
691,1264,,0-100000,,C,0,0,RICK POMROY,RPOMROY@PIONEERMETAL.COM,6122532338,,,,NEW HOPE,HENNEPIN,0,0,,,,,PIONEER METAL FINISHING,,NEW HOPE,,PIONEER METAL FINISHING,,MN,4800 QUEBEC AVE N,55428,178569380,PIONEER METAL FINISHING LLC,,,,,,,,,,,,,5,5,PIONEER METAL FINISHING LLC,MN,27053,27053,4800 QUEBEC AVE N,5542WPNRMT48QUE,55428,55428
692,1264,,0-100000,,C,0,0,GARY TRETTEL,GARY.TRETTEL@ZIEGLERCAT.COM,9528874544,,,,MINNEAPOLIS,HENNEPIN,0,0,,,,,ZIEGLER INC,,MINNEAPOLIS,,ZIEGLER INC,,MN,901 W 94TH ST,55420,,,,,,,,,,,,,,,5,5,ZIEGLER INC,MN,27053,27053,901 W 94TH ST,5542WZGLRN91W94,55420,55420
693,1264,,0-100000,,C,0,0,DAVE JENKINS,,5079316660,,,,MINNEAPOLIS,HENNEPIN,0,0,450240,450240,931900,931900,HOWE CO,,MINNEAPOLIS,,HOWE CO,,MN,4821 XERXES AVE N,55430,7258908,CONAGRA FOODS INC,150,150,UN,UN,1,45.044444,45.044444,93.316667,93.316667,1010,1010,U,5,5,,MN,27053,27053,4821 XERXES AVE N,55430CRPMT4821X,55430,55430
694,1264,,0-100000,,C,0,0,Tim Carlson,timc@hiawatharubber.com,7635856534,,,,MINNEAPOLIS,HENNEPIN,0,0,450437,450437,931812,931812,HIAWATHA RUBBER CO,,MINNEAPOLIS,,HIAWATHA RUBBER CO,,MN,1700 67TH AVE N,55430,,,150,150,UN,UN,1,45.076944,45.076944,93.303333,93.303333,1010,1010,U,5,5,,MN,27053,27053,1700 67TH AVE N,55430HWTHR17006,55430,55430
695,1264,,0-100000,,C,0,0,DEBBIE GOETTEL,,7635141312,,,,BROOKLYN CENTER,HENNEPIN,0,0,450445,450445,931800,931800,MEDTRONIC ENERGY and COMPONENT CENTER,,BROOKLYN CENTER,,MEDTRONIC ENERGY and COMPONENT CENTER,,MN,6800 SHINGLE CREEK PKWY,55430,6261481,MEDTRONIC,150,150,UN,UN,1,45.079167,45.079167,93.3,93.3,1010,1010,U,5,5,,MN,27053,27053,6800 SHINGLE CREEK PKWY,55430MDTRN67000,55430,55430
696,1264,,0-100000,,C,0,0,JON DOBSON,,6128516000,,,,BROOKLYN CENTER,HENNEPIN,0,0,450403,450403,931814,931814,VISION-EASE LENS POLYCARBONATE OPS,,RAMSEY,,VISION-EASE LENS INC.,,MN,7000 SUNWOOD DR.,55303,6175020,BMC INDUSTRIES INC,150,150,UN,UN,1,45.063056,45.063056,93.301389,93.301389,1010,1010,U,5,5,,MN,27053,27053,"6800 SHINGLE CREEK PARKWAY, SUITE 280",55430PLYPT6800S,554301445,554301445
697,1264,,0-100000,,C,0,0,PAT SHEEN,PAT.SHEEN@OWENSCORNING.COM,6122870126,,,,MINNEAPOLIS,HENNEPIN,0,0,450235,450235,931810,931810,OWENS CORNING ROOFING and ASPHALT LLC,,MINNEAPOLIS,,OWENS CORNING ROOFING and ASPHALT LLC,,MN,1901 - 49TH AVE N,55430,1317452,OWENS CORNING,,,,,,,,,,,,,5,5,OWENS CORNING INC,MN,27053,27053,1901 - 49TH AVE N,55430WNSCR19014,55430,55430
698,1264,,0-100000,,C,0,0,TOM SHOWS,,9528843211,,,,BLOOMINGTON,HENNEPIN,0,0,445255,445255,931359,931359,CENTURY MFG CO,,BLOOMINGTON,,CENTURY MFG CO,,MN,9231 PENN AVE S,55431,6451249,PENTAIR INC,150,150,A1,PG,1,44.836643,44.836643,93.308568,93.308568,1000,1000,J,5,5,,MN,27053,27053,9231 PENN AVE S,55431CNTRY9231P,55431,55431
699,1264,,0-100000,,C,0,0,CHAD NEVILS,CNEVILS@ALLFLEXINC.COM,5076647326,,,,BLOOMINGTON,HENNEPIN,0,0,444956,444956,931758,931758,ADDED VALUE TECHNOLOGY,,BLOOMINGTON,,ADDED VALUE TECHNOLOGY,,MN,9401 JAMES AVE S SUITE 100,55431,782850002,ADDED VALUE TECHNOLOGY LLC,,,,,,,,,,,,,5,5,ADDED VALUE TECHNOLOGY LLC,MN,27053,27053,9401 JAMES AVE S SUITE 100,55431DDDVL9401J,55431,55431
700,1264,,0-100000,,C,0,0,DENNIS J STEVERMER,,6129297815,,,,BLOOMINGTON,HENNEPIN,0,0,444937,444937,931814,931814,FLAME METALS PROCESSING BLOOMINGTON,,SAINT LOUIS PARK,,FLAME METALS PROCESSING CORP BLOOMINGTON,,MN,7317 W LAKE ST,55426,69168615,MILASTAR CORP,150,150,UN,UN,1,44.826944,44.826944,93.303889,93.303889,1010,1010,U,5,5,,MN,27053,27053,1900 W 98TH ST,55431GTCHL1900W,55431,55431
701,1264,,0-100000,,C,0,0,PAUL PETERS,PPETERS@PRINTEDCIRCUITS.COM,9528887900,,,,BLOOMINGTON,HENNEPIN,0,0,444949,444949,931717,931717,PRINTED CIRCUITS INC,,BLOOMINGTON,,PRINTED CIRCUITS INC,,MN,1200 W 96TH ST,55431,,,150,150,UN,UN,1,44.830556,44.830556,93.293333,93.293333,1010,1010,U,5,5,,MN,27053,27053,1200 W 96TH ST,55431PRNTD1200W,55431,55431
702,1264,,0-100000,,C,0,0,MARK BONGERS,,9529382228,,,,FRIDLEY,ANOKA,0,0,450603,450603,931536,931536,CARTER DAY INTL INC,,FRIDLEY,,CARTER DAY INTL INC,,MN,494 NORTHCO DR NE,55432,,CARTER-DAY INTL INC,,,,,,,,,,,,,5,5,,MN,27003,27003,494 NORTHCO DR NE,55432CRTRD494NO,55432,55432
703,1264,,0-100000,,C,0,0,TIM BEALKA,,6125713420,,,,FRIDLEY,ANOKA,0,0,450642,450642,931624,931624,CUSTOM CAST CORP,,FRIDLEY,,CUSTOM CAST CORP,,MN,7891 NE HICKORY ST,55432,122713365,BEALKA CASTINGS INC,150,150,UN,UN,1,45.111667,45.111667,93.273333,93.273333,1010,1010,U,5,5,,MN,27003,27003,7891 NE HICKORY ST,55432CSTMC7891N,55432,55432
704,1264,,0-100000,,C,0,0,ROBIN ANDERSON,ROBIN@DUGASBOWERS.COM,7637848038,,,,FRIDLEY,ANOKA,0,0,450606,450606,931616,931616,DUGAS BOWERS PLATING CO,,FRIDLEY,,DUGAS BOWERS PLATING CO,,MN,7965 MAIN ST NE,55432,,,,,,,,,,,,,,,5,5,,MN,27003,27003,7965 MAIN ST NE,55432DGSBW7965M,55432,55432
705,1264,,0-100000,,C,0,0,ROBERT ERIKSSON,,6125722949,,,,FRIDLEY,ANOKA,0,0,450442,450442,931744,931744,LAMAUR CORP,,FRIDLEY,,LAMAUR CORP,,MN,5601 E RIVER RD,55432-6198,848914669,LAMAUR CORP,150,150,UN,UN,1,45.078333,45.078333,93.295556,93.295556,1010,1010,U,5,5,,MN,27003,27003,5601 E RIVER RD,55432DWBRN5601E,554326198,554326198
706,1264,,0-100000,,C,0,0,HOWARD D. CHAPHE,,5088853973,,,,FRIDLEY,ANOKA,0,0,450549,450549,931558,931558,FLEXCON CO INC,,FRIDLEY,,FLEXCON CO INC,,MN,7165 COMMERCE CIRCLE WEST,55432,,,150,150,UN,UN,1,45.096944,45.096944,93.266111,93.266111,1010,1010,U,5,5,,MN,27003,27003,7165 COMMERCE CIRCLE WEST,55432FLXCN7165C,55432,55432
707,1264,,0-100000,,C,0,0,KELLI WATSON,KELLIW@KURT.COM,7635724443,,,,FRIDLEY,ANOKA,0,0,450620,450620,931433,931433,KURT MANUFACTURING CO,,FRIDLEY,,KURT MANUFACTURING CO,,MN,7585 HWY 65 NE,55432,59680165,KURT MANUFACTURING CO,150,150,UN,UN,1,45.105556,45.105556,93.2425,93.2425,1010,1010,U,5,5,KURT MANUFACTURING CO,MN,27003,27003,7585 HWY 65 NE,55432KRTMF7585V,55432,55432
708,1264,,0-100000,,C,0,0,CHRIS BATISTE,CHRIS.BATISTE@INCERTEC.COM,7639575102,,,,MINNEAPOLIS,ANOKA,0,0,450603,450603,931536,931536,INCERTEC,,MINNEAPOLIS,,INCERTEC,,MN,490 NORTHCO DR NE,55432,,,600,600,UN,UN,1,45.100833,45.100833,93.26,93.26,1010,1010,U,5,5,,MN,27003,27003,490 NORTHCO DR NE,55432KWKFL50473,55432,55432
709,1264,,0-100000,,C,0,0,CLAYTON RANDALL,CLAYTONR@LARSENSMFG.COM,7635711181,,,,FRIDLEY,ANOKA,0,0,450613,450613,931557,931557,LARSEN'S MANUFACTURING CO,,FRIDLEY,,LARSEN'S MANUFACTURING CO,,MN,7471 COMMERCE LN NE,55432,,,150,150,UN,UN,1,45.103611,45.103611,93.265833,93.265833,1010,1010,U,5,5,,MN,27003,27003,7471 COMMERCE LN NE,55432LRSNS7421C,55432,55432
710,1264,,0-100000,,C,0,0,JOHN GIFFIN,J.GIFFIN@MICROCONTROL.COM,7632593309,,,,FRIDLEY,ANOKA,0,0,450645,450645,931607,931607,MICRO CONTROL CO,,FRIDLEY,,MICRO CONTROL CO,,MN,7956 MAIN ST NE,55432,,,,,,,,,,,,,,,5,5,,MN,27003,27003,7956 MAIN ST NE,55432MCRCN7956M,55432,55432
711,1264,,0-100000,,C,0,0,DICK REID,,6125743052,,,,FRIDLEY,ANOKA,0,0,450500,450500,931400,931400,MEDTRONIC INC,,FRIDLEY,,MEDTRONIC INC,,MN,7000 CENTRAL AVE NE,55432-3576,,,150,150,UN,UN,1,45.083333,45.083333,93.233333,93.233333,1010,1010,U,5,5,,MN,27003,27003,7000 CENTRAL AVE NE,55432MDTRN7000C,554323576,554323576
712,1264,,0-100000,,C,0,0,LYLE LAHTI,LYLE.LAHTI@MINCO.COM,7635862969,,,,FRIDLEY,ANOKA,0,0,450600,450600,931500,931500,MINCO PRODUCTS INC,,FRIDLEY,,MINCO PRODUCTS INC,,MN,7300 COMMERCE LN NE,55432,,,150,150,UN,UN,1,45.1,45.1,93.25,93.25,1010,1010,U,5,5,,MN,27003,27003,7300 COMMERCE LN NE,55432MNCPR7300C,55432,55432
713,1264,,0-100000,,C,0,0,AARON ASTLEFORD,AARON@MINNCAST.COM,7635712747,,,,FRIDLEY,ANOKA,0,0,450552,450552,931604,931604,MINNCAST INC,,FRIDLEY,,MINNCAST INC,,MN,200 COMMERCE CIR S,55432,,,600,600,UN,UN,1,45.097778,45.097778,93.267778,93.267778,1010,1010,U,5,5,,MN,27003,27003,200 COMMERCE CIR S,55432MNNCS200NE,55432,55432
714,1264,,0-100000,,C,0,0,ALMA ALLEN-WEBB,ALMA.ALLEN-WEBB@CUMMINS.COM,7635743312,,,,MINNEAPOLIS,ANOKA,0,0,0,0,0,0,CUMMINS POWER GENERATION,,MINNEAPOLIS,,CUMMINS POWER GENERATION,,MN,1400 73RD AVE NE,55432,6415160,CUMMINS INC,150,150,UN,UN,1,45.098889,45.098889,93.225,93.225,1010,1010,U,5,5,CUMMINS INC,MN,27003,27003,1400 73RD AVE NE,55432NNMNF14007,55432,55432
715,1264,,0-100000,,C,0,0,STEVEN W. DENSMORE,,6127805377,,,,SPRING LAKE PARK,ANOKA,0,0,450629,450629,931425,931425,ANCHOR/IBC,,SPRING LAKE PARK,,ANCHOR/IBC,,MN,1173 OSBORNE RD NE,55432,1316561,INTERNATIONAL PAPER CO,150,150,UN,UN,1,45.108056,45.108056,93.240278,93.240278,1010,1010,U,5,5,,MN,27003,27003,1173 OSBORNE RD NE,55432NTRNT1173O,55432,55432
716,1264,,0-100000,,C,0,0,CHARLES J. CARLSON,,6127805377,,,,FRIDLEY,ANOKA,1,1,450653,450653,931556,931556,INTERNATIONAL BLENDING CORP,,FRIDLEY,,INTERNATIONAL BLENDING CORP,,MN,8090 RANCHERS RD,55432,,,150,150,UN,UN,1,45.114722,45.114722,93.265556,93.265556,1010,1010,U,5,5,,MN,27003,27003,8090 RANCHERS RD,55432NTRNT8090R,55432,55432
717,1264,,0-100000,,C,0,0,LEROY HARMON/DENNIS VAUGHN,,6125717350,,,,FRIDLEY,ANOKA,1,1,445800,445800,931600,931600,PILLSBURY CO,,FRIDLEY,,PILLSBURY CO,,MN,7350 COMMERCE LN,55432,1326438,PILLSBURY CO,150,150,A1,PG,1,45.101762,45.101762,93.265894,93.265894,1000,1000,J,5,5,,MN,27003,27003,7350 COMMERCE LN,55432PLLSB7350C,55432,55432
718,1264,,0-100000,,C,0,0,KEITH KELLY,,6125865652,,,,FRIDLEY,ANOKA,0,0,450632,450632,931625,931625,MCQUAY INTERNATIONAL,,FRIDLEY,,MCQUAY INTERNATIONAL,,MN,99 NE 77TH WAY,55432,26997312,MCQUAY INTERNATIONAL,11000,11000,UN,UN,1,45.108889,45.108889,93.273611,93.273611,1000,1000,U,5,5,,MN,27003,27003,99 NE 77TH WAY,55432SNYDR99NE7,55432,55432
719,1264,,0-100000,,C,0,0,CHRIS BATISTE,CHRIS.BATISTE@INCERTEC.COM,7637177016,,,,FRIDLEY,ANOKA,0,0,450707,450707,931602,931602,INCERTEC,,FRIDLEY,,INCERTEC,,MN,160 83RD AVE NE # 105,55432,,,,,,,,,,,,,,,5,5,,MN,27003,27003,160 83RD AVE NE # 105,55432SPCPL16083,55432,55432
720,1264,,0-100000,,C,0,0,GREG ERICKSON,,6127869301,,,,MINNEAPOLIS,HENNEPIN,0,0,450649,450649,931839,931839,SPACE TABLES,,MINNEAPOLIS,,SPACE TABLES,,MN,8035 RANCHER'S RD,55432-0082,,,150,150,A1,PG,1,45.113804,45.113804,93.265864,93.265864,1000,1000,J,5,5,,MN,27053,27053,8035 RANCHER'S RD,55432SPCTB8035R,554320082,554320082
721,1264,,0-100000,,C,0,0,R. SCOTT EBERT,SEBERT@STYLMARK.COM,7635747474,,,,FRIDLEY,ANOKA,0,0,450705,450705,931544,931544,STYLMARK INC,,FRIDLEY,,STYLMARK INC,,MN,PO BOX 32008,55432,,,150,150,A1,PG,1,45.086742,45.086742,93.2681,93.2681,1000,1000,J,5,5,,MN,27003,27003,6536 MAIN ST NE,55432STYLM6536M,55432,55432
722,1264,,0-100000,,C,0,0,JEFFREY R. ADRIAN,,6127544420,,,,MINNEAPOLIS,ANOKA,0,0,450842,450842,931732,931732,JOHN ROBERTS CO,,MINNEAPOLIS,,JOHN ROBERTS CO,,MN,9687 E RIVER RD,55433,,,150,150,UN,UN,1,45.145,45.145,93.292222,93.292222,1010,1010,U,5,5,,MN,27003,27003,9687 E RIVER RD,55433JHNRB9687E,55433,55433
723,1264,,0-100000,,C,0,0,DAVID DAYTON,DDDAYTON@ALUMIPLATE.COM,7637863788,,,,COON RAPIDS,ANOKA,0,0,450758,450758,931621,931621,ALUMIPLATE INC,,COON RAPIDS,,ALUMIPLATE INC,,MN,8960 SPRINGBROOK DR SUITE 105,55433,,,,,,,,,,,,,,,5,5,,MN,27003,27003,8960 SPRINGBROOK DR SUITE 105,55433LMPLT896SP,55433,55433
724,1264,,0-100000,,C,0,0,GREG SCHREIER,,6125764200,,,,COON RAPIDS,ANOKA,1,1,454730,454730,931530,931530,LUND INDUSTRIES INC,,ANOKA,,LUND INDUSTRIES INC,,MN,911 LUND BLVD.,55303,148510928,LUND INTERNATIONAL HOLDINGS CORP,5000,5000,C2,UN,1,45.1459,45.1459,93.278722,93.278722,0,0,U,5,5,,MN,27003,27003,9055 EVERGREEN BLVD,55433LNDND9055E,55433,55433
725,1264,,0-100000,,C,0,0,GARY TONNESLAN,,3127803838,,,,COON RAPIDS,ANOKA,0,0,450800,450800,931635,931635,MIDWEST FINISHING INC,,COON RAPIDS,,MIDWEST FINISHING INC,,MN,9289 EVERGREEN BLVD,55433,,,150,150,UN,UN,1,45.133333,45.133333,93.276389,93.276389,1010,1010,U,5,5,,MN,27003,27003,9289 EVERGREEN BLVD,55433MDWST9289E,55433,55433
726,1264,,0-100000,,C,0,0,STEPHEN NORTON,,4403927482,,,,COON RAPIDS,ANOKA,0,0,450757,450757,931615,931615,STERIS INC,,COON RAPIDS,,STERIS INC,,MN,380 90TH AVE NW,55433,177360039,STERIS CORP,,,,,,,,,,,,,5,5,,MN,27003,27003,380 90TH AVE NW,55433QLTYS38090,55433,55433
727,1264,,0-100000,,C,0,0,DEAN HORWARTH,,7632418236,,,,MINNEAPOLIS,HENNEPIN,0,0,450600,450600,932900,932900,RMS,,MINNEAPOLIS,,RMS,,MN,8600 EVERGREEN BLVD,55433-6036,6173900,CRETEX CO INC,,,,,,,,,,,,,5,5,,MN,27053,27053,8600 EVERGREEN BLVD,55433RMSXX8600E,554336036,554336036
728,1264,,0-100000,,C,0,0,BRAD MARTIN,,6127832676,,,,MINNEAPOLIS,ANOKA,0,0,450756,450756,931644,931644,RAMSEY TECHNOLOGY INC,,MINNEAPOLIS,,RAMSEY TECHNOLOGY INC,,MN,501 90TH AVE NW,55433,8287658,BAKER HUGHES INC,150,150,UN,UN,1,45.132222,45.132222,93.278889,93.278889,1010,1010,U,5,5,,MN,27003,27003,501 90TH AVE NW,55433RMSYT50190,55433,55433
729,1264,,0-100000,,C,0,0,RONDA ARTZ,,7152944622,,,,BLAINE,ANOKA,1,1,450641,450641,931258,931258,BEALKA CASTING INC,,BLAINE,,BEALKA CASTING INC,,MN,10525 NASSAU ST NE,55449,,,150,150,A1,PG,1,45.161264,45.161264,93.2161,93.2161,1000,1000,J,5,5,,MN,27003,27003,10525 NASSAU ST NE,55434BLKCS10575,55449,55449
730,1264,,0-100000,,C,0,0,SAVERIO MARCARIO,SMARCARI@AVEDA.COM,7639514003,,,,MINNEAPOLIS,ANOKA,0,0,0,0,0,0,AVEDA CORP,,BLAINE,,AVEDA CORP,,MN,4000 PHEASANT RIDGE DR,55449,5914387,ESTEE LAUDER COS INC,150,150,UN,UN,1,45.158333,45.158333,93.166667,93.166667,2010,2010,U,5,5,ESTEE LAUDER COS INC,MN,27003,27003,4000 PHEASANT RIDGE DR NE,55434NCRNP4000P,55449,55449
731,1264,,0-100000,,C,0,0,ANDREW STOOKSBURY,,7637852156,,,,CIRCLE PINES,ANOKA,0,0,450753,450753,931030,931030,PLASTI DIP INTERNATIONAL,,BLAINE,,PLASTI DIP INTL.,,MN,3920 PHEASANT RIDGE DR.,55449,,,500,500,UN,UN,1,45.131389,45.131389,93.175,93.175,1010,1010,U,5,5,,MN,27003,27003,3760 FLOWERFIELD RD,55434PDNCX3760F,55014,55014
732,1264,,0-100000,,C,0,0,BERNARD J. WENZEL,,6129463967,,,,BLOOMINGTON,HENNEPIN,0,0,445133,445133,932030,932030,ADC TELECOMMUNICATIONS INC,,MINNEAPOLIS,,ADC TELECOMMUNICATIONS INC.,,MN,P.O. BOX 1101 MS-257,55440-1101,6249312,ADC TELECOMMUNICATIONS INC,500,500,UN,UN,1,44.866667,44.866667,93.341667,93.341667,1010,1010,U,5,5,,MN,27053,27053,4900 W 78TH ST,55435DCTLC4900W,55435,55435
