,geometry,geo_names
682,POINT (551772.6681023181 5239297.109347599 ),STAVER FOUNDRY INC
683,POINT (572537.7871960249 5144625.3614059 ),INNOVATIVE PINE TECHNOLOGY INC
684,POINT (570466.1949626503 5145089.933468474 ),ABC RAIL PRODUCTS CORP
685,POINT (571181.8000652526 5145631.70919905 ),FRANKLIN FOODS
686,POINT (575994.6537690415 5142756.179820556 ),DULUTH BRASS and ALUMINUM CO
687,POINT (569643.4184170568 5143835.785924174 ),DULUTH PAPER MILL
688,POINT (566588.1524878017 5139434.186877663 ),DULUTH BRASS MANUFACTURING INC
689,POINT (567619.1938023285 5141423.644918735 ),TATE and LYLE DULUTH
690,POINT (566746.145506449 5138346.870089799 ),ME GLOBAL INC
691,POINT (568883.9353908214 5150506.021874781 ),US AIR FORCE DULUTH MN ANG
692,POINT (506058.0294962036 5145717.31608376 ),DIAMOND TOOL and HORSESHOE CO
693,POINT (571306.50941789 5144821.92136693 ),GERDAU AMERISTEEL US INC
694,POINT (571870.9085063334 5145806.527178942 ),GEORGIA PACIFIC WOOD PRODUCTS LLC
695,POINT (555922.5385862375 4875774.827225366 ),IBM ROCHESTER
696,POINT (554977.4684020733 4875711.35486249 ),CELESTICA CORP
697,POINT (555850.4217028248 4875774.21701566 ),CELESTICA CORP
698,POINT (475923.8318497596 4871949.99072057 ),CRENLO CAB PRODUCTS INC PLANT 2
699,POINT (559417.6869444989 4431452.387478895 ),PACE DAIRY FOODS CO
700,POINT (555676.0084070646 4875550.591283185 ),BENCHMARK ELECTRONICS INC MINNESOTA DIV
701,POINT (556655.340442745 4875358.980281023 ),PEPSI-COLA BOTTLING CO
702,POINT (556487.2096806923 4874402.280768658 ),KERRY INGREDIENTS and FLAVOURS INC
703,POINT (556544.3824699635 4822132.297016591 ),WATERS INSTRUMENTS
704,POINT (489351.7633391387 4930139.317087679 ),NORTHWEST AIRLINES ROCHESTER MUNICIPAL AIRPORT
705,POINT (558268.2518474259 4872396.145370171 ),SENECA FOODS CORP
706,POINT (558160.7099408365 4873683.690309622 ),"KEMPS, LLC"
707,POINT (558216.8238919255 4872773.353524098 ),KEMPS LLC
708,POINT (557569.6993694857 4872512.210440508 ),SENECA FOODS CORP
709,POINT (558205.9726027565 4872184.550977536 ),ASSOCIATED MILK PRODUCERS INC
710,POINT (558208.509772548 4873717.434220946 ),ROCHESTER PUBLIC UTILITIES SILVER LAKE PLANT
711,POINT (544950.4089666556 4796900.260030061 ),LAND O'LAKES FARMLAND FEED
712,POINT (534423.0975717085 4807011.51601557 ),AUSTIN UTILITIES NORTHEAST POW ER STATION
713,POINT (497576.2015548843 4929775.588472315 ),TANDEM PRODUCTS INC
714,POINT (497575.4908872707 4818618.512355099 ),ARKEMA INC
715,POINT (572734.9631643668 4816812.241383787 ),STRONGWELL - CHATFIELD DIV
716,POINT (573144.9772778162 4816283.541124486 ),TUOHY FURNITURE CORP
717,POINT (532795.5353545327 4875930.505971163 ),AL-CORN CLEAN FUEL
718,POINT (548081.112524613 4813836.521360902 ),GREAT RIVER ENERGY PLEASANT VALLEY STATION
719,POINT (546658.4049367207 4810216.970258507 ),MCNEILUS TRUCK and MANUFACTURING INC DEXTER
720,POINT (539271.472309149 4874321.966650452 ),EHLER'S PAINT SHOP
721,POINT (539271.1422570836 4874377.500829401 ),MCNEILUS TRUCK and MANUFACTURING INC
722,POINT (532725.8521520582 4889947.517471639 ),FOLDCRAFT CO
723,POINT (620353.9519499885 4819661.928933874 ),RIVERSIDE ELECTRONICS LTD
724,POINT (549366.3972395732 4885552.775100733 ),DS MANUFACTURING INC
725,POINT (549301.889876213 4885618.937754333 ),LAND O LAKES - PINE ISLAND
726,POINT (577276.2681087001 4805755.611851629 ),FOREMOST FARMS USA
727,POINT (625051.3766305725 4816603.570196664 ),TRW AUTOMOTIVE
728,POINT (631739.0441338385 4799266.05517033 ),NORTHERN AUTOMOTIVE SYSTEMS LLC SPRING GROVE DIV
729,POINT (560506.5841287627 4485852.994496166 ),HALCON CORP
730,POINT (557174.3458231862 4818350.23904714 ),GEOTEK LLC
731,POINT (557398.6048781278 4816697.254738192 ),CR BARD-STEWARTVILLE OPERATIONS PLANT 2
732,POINT (626225.7303313152 4877744.325219112 ),BADGER EQUIPMENT CO
733,POINT (631053.9919139994 4875560.580001158 ),BADGER FOUNDRY CO
734,POINT (629411.9664472881 4876706.001820874 ),BEHRENS INC
735,POINT (627144.9731477557 4877039.742846704 ),BENCHMARK ELECTRONICS INC MINNESOTA DIV
736,POINT (630223.2709168401 4876621.948914726 ),BAY STATE MILLING CO
737,POINT (629372.1180438886 4876694.109772503 ),CYTEC ENGINEERED MATERIALS INC
738,POINT (626350.0933833338 4877946.703751658 ),DIVERSIFIED FABRICATORS INC
739,POINT (660349.4105810053 4873817.333632684 ),FUSION COATINGS INC
740,POINT (631241.2717098856 4874608.721150568 ),WILLET HAUSER ARCHITECTURAL GLASS
741,POINT (626223.1818018873 4877877.609338365 ),TRW AUTOMOTIVE WINONA
742,POINT (627899.83815766 4876554.319161275 ),MIDWEST METAL PRODUCTS INC
743,POINT (631197.1523496282 4875618.978453728 ),MILLER FELPAX CORP
744,POINT (630457.6319787576 4876526.572505487 ),MILLER WASTE MILLS (DBA RTP CO)
745,POINT (629010.8724923355 4876720.376260672 ),ALLIANT CASTINGS
746,POINT (631337.5646903693 4876621.793233561 ),PEERLESS CHAIN CO
747,POINT (630285.3670595449 4881189.944818485 ),TRW AUTOMOTIVE-MACHINE BUILDING DIV
748,POINT (641510.2317661066 4918159.422324328 ),WINCRAFT INC
749,POINT (631175.6019675854 4874685.196642753 ),WE-NO-NAH CANOE INC
750,POINT (631171.9956880333 4874462.898171854 ),WATLOW
751,POINT (543733.2051741761 5446860.934330614 ),ARISTOKRAFT PLANT 9
752,POINT (418242.1878019921 4882398.263296352 ),BIG GAIN INC
753,POINT (419840.7475222053 4883489.495476677 ),CROWN CORK and SEAL CO INC
754,POINT (452363.4028117108 4884651.424796764 ),FEED SERVICE CO INC
755,POINT (452483.8353421757 4884706.092864371 ),HUBBARD FEEDS INC
756,POINT (418350.1093940742 4882707.969752662 ),CHS MANKATO
757,POINT (417567.2661260751 4884128.528591226 ),KATO ENGINEERING
758,POINT (452508.1569474564 4883639.588830251 ),MGA GRAPHICS
759,POINT (452545.451210333 4884372.420774764 ),ADM
760,POINT (418201.8856421008 4882376.545869458 ),ASSOCIATED ENG OF MANKATO INC
761,POINT (452338.9617036358 4883485.304440234 ),DOTSON CO INC
762,POINT (379522.2641513711 4443288.770368377 ),WIS-PAK OF MANKATO INC
763,POINT (452557.3837014287 4882695.090670356 ),LAND O'LAKES FARMLAND FEED
764,POINT (455945.9518431269 4886659.166870367 ),HINIKER CO
765,POINT (418010.4696805256 4883723.082295733 ),MICO INC
766,POINT (454403.7114218263 4886914.03647226 ),MIDWEST ELECTRIC PRODUCTS INC.
767,POINT (452697.7131095409 4885515.408266923 ),ATLAS ALCHEM PLASTICS INC.
768,POINT (418212.2165523515 4883853.87982146 ),CARLSON CRAFT COMMERCIAL
769,POINT (418741.4084446648 4883925.092780687 ),CARLSON CRAFT CATALOG
770,POINT (418077.1233407997 4883933.319562898 ),CARLSON CRAFT SOCIAL
771,POINT (418740.4494919592 4883847.343503716 ),CORPORATE GRAPHICS INTERNATIONAL INC
772,POINT (418292.2518485227 4883852.886747332 ),FINE IMPRESSIONS
773,POINT (418741.4084446648 4883925.092780687 ),NATIONAL RECOGNITION PRODUCTS
774,POINT (418084.1600767701 4883855.470762832 ),PRECISION PRESS
775,POINT (482946.2752295607 4802114.308037071 ),GREAT LAKES POLYMER TECHNOLOGIES ALBERT LEA PLANT
776,POINT (481651.794292942 4805749.253033777 ),FOUNTAIN IND CO
777,POINT (481969.7233877506 4803516.154367501 ),FREEBORN FOODS CO
778,POINT (482812.5322976601 4803680.542624511 ),FARMLAND FOODS INC
779,POINT (485313.1765631497 4798954.765435582 ),AGRA RESOURCES LLC (DBA POET GLENVILLE)
780,POINT (471512.0008846634 4816768.182559378 ),VENTURA FOODS LLC
781,POINT (482817.4129736576 4802414.486476044 ),ALBERT LEA ELECTROPLATING
782,POINT (482841.4345630943 4802303.369103931 ),CARGILL INC.
783,POINT (483635.4433838919 4802334.716907297 ),AIRGAS NORTH CENTRAL INC
784,POINT (480960.027257037 4804507.329949626 ),IMPERIAL INC
785,POINT (482749.7770626114 4804480.310486372 ),NATURAL BIOLOGICS LLC
786,POINT (482929.9038869012 4802047.715588867 ),INTERSTATE MEAT SERVICE INC
787,POINT (482847.3562973106 4804635.541400236 ),PROGRESS CASTING GROUP INC
788,POINT (483580.7313185374 4803156.666579942 ),CARPENTER CO
789,POINT (481945.3941396672 4803505.113674622 ),KERRY INGREDIENTS
790,POINT (481969.5159310369 4803438.415287039 ),LOU-RICH INC
791,POINT (481791.646250414 4803561.054598093 ),STREATER INC PLANT 2
792,POINT (481800.1050585704 4803694.299801365 ),STREATER INC.
793,POINT (737752.7358175309 4805608.720927218 ),DARLING INGREDIENTS INC
794,POINT (414797.1253310111 4794999.067665773 ),ELMORE TRUCK ACCESSORIES INC.
795,POINT (394584.1865045136 4806147.433503938 ),CHS FAIRMONT
796,POINT (397549.5085744619 4805135.360854333 ),3M CO-FAIRMONT
797,POINT (396936.7017457238 4805322.418436688 ),"PICTSWEET FROZEN FOODS, FAIRMONT PLANT"
798,POINT (394572.395641837 4805392.241173873 ),AVERY WEIGH-TRONIX LLC
799,POINT (464721.3667712257 4896991.758067651 ),FIBERGLAS FABRICATORS INC
800,POINT (465635.319644976 4897642.252136665 ),WINCO INC
801,POINT (458499.5585896869 4904603.644970416 ),CAMBRIA PLANT
802,POINT (456776.7069950684 4903459.580103634 ),ADC TELECOMMUNICATIONS INC
803,POINT (457372.4476236043 4904266.545621161 ),MARS PETCARE US INC
804,POINT (456112.1255793739 4903119.657853295 ),LE SUEUR CHEESE CO
805,POINT (455701.5440552541 4903766.678040657 ),LE SUEUR INC
806,POINT (411246.0688479369 4890242.91420873 ),"NICOLLET FOODS, DAVISCO DIV"
807,POINT (473208.7530221829 4900172.767852806 ),SENECA FOODS CORP
808,POINT (472422.1300720488 4908628.878186785 ),CHART INC
809,POINT (470257.765054306 4907816.401055305 ),ASSOCIATED MILK PRODUCERS INC NEW PRAGUE
810,POINT (474838.4524814955 4819964.555381124 ),CARGILL FEED and NUTRITION NEW RICHLAND
811,POINT (399629.1830697911 4891532.07444323 ),KRAFT HEINZ CO-NEW ULM FACILITY
812,POINT (397561.9333148443 4894341.448651741 ),3M CO - NEW ULM
813,POINT (398272.7863124989 4893274.958125114 ),NEW ULM PUBLIC UTILITIES POWER PLANT
814,POINT (396746.0509741873 4895320.796404209 ),COLEMAN POWERMATE COMPRESSORS
815,POINT (400677.8371878709 4893193.715434203 ),ASSOCIATED MILK PRODUCERS INC
816,POINT (407169.8215166407 4884744.537428725 ),HEWITT MACHINE and MANUFACTURING INC.
817,POINT (389838.6072335712 4826463.67918437 ),OLSON INDUSTRIES INC
818,POINT (389060.6238597718 4826787.556569305 ),S-T IND INC
819,POINT (388581.6863003129 4826151.161517126 ),CONAGRA REFRIGERATED FOODS
820,POINT (389865.745069741 4826640.979556352 ),WESTIN AUTOMOTIVE PRODUCTS INC
821,POINT (454304.7175636486 4894534.579076926 ),ALUMACRAFT BOAT CO
822,POINT (374291.6260982495 4895579.045705776 ),ONAN POWER ELECTRONICS
823,POINT (534258.2856529173 4893543.025654429 ),DAVISCO ST PETER DIV
824,POINT (454249.0965047023 4894579.39732321 ),CREATION TECHNOLOGIES ST PETER
825,POINT (384767.1331953245 4892220.266905901 ),DEL MONTE FOODS PLANT #114
826,POINT (385399.2408003756 4892242.544816767 ),ADVERTISING UNLIMITED
827,POINT (385448.3663343688 4892308.351888915 ),ANDERSON CUSTOM PROCESSING INC
828,POINT (374055.2907427533 4889083.449955123 ),ACME BRICK COMPANY-OCHS BRICK
829,POINT (372332.1141742864 4887694.413220129 ),SANBORN MANUFACTURING
830,POINT (377433.7162547935 4888764.079713212 ),VIGORENA FEEDS
831,POINT (473481.270142488 4876635.384915062 ),QG PRINTING II LLC
832,POINT (475712.4058530406 4877681.968825401 ),CINCH CONNECTIVITY SOLUTIONS
833,POINT (475564.6419181276 4876716.202549549 ),BIRDS EYE FOODS LLC
834,POINT (464962.3397029512 4810268.732209476 ),SWIFT-ECKRICH INC
835,POINT (411792.1717204545 4810254.88693432 ),CORN PLUS
836,POINT (414014.9314795621 4800473.778317282 ),CROWN TONKA WALK-INS
837,POINT (334942.2741530003 4822811.298898852 ),ETHANOL 2000 LLP (DBA POET BIOREFINING-BINGHAM LAKE)
838,POINT (316148.949453812 4810239.851647167 ),MINNESOTA SOYBEAN PROCESSORS
839,POINT (381474.9577465795 4799032.798598272 ),BRANDFX LLC
840,POINT (371740.4875121943 4804420.798423756 ),AGCO CORP JACKSON OPERATIONS
841,POINT (734725.2472874203 4808216.076584524 ),AGRI-ENERGY
842,POINT (732242.5443850544 4808252.507143498 ),LAND O'LAKES INC
843,POINT (731453.8147607041 4807369.216296991 ),IBP INC
844,POINT (375207.2837672462 4824431.248073154 ),MILK SPECIALTIES GLOBAL - MOUNTAIN LAKE
845,POINT (728292.5792072616 4830222.93099538 ),BAYLINER MARINE CORP
846,POINT (728269.2339934499 4829721.756661404 ),US MARINE/BRUNSWICK FAMILY BOAT CO INC.
847,POINT (384772.5106012152 4806474.401304429 ),INTERSTATE POWER and LIGHT CO FOX LAKE
848,POINT (379436.0931211458 4814710.82265429 ),LAKEFIELD JUNCTION STATION
849,POINT (309699.5051713762 4807917.887034074 ),CAMPBELL SOUP CO
850,POINT (311874.0367304305 4806845.480171106 ),HUBBARD FEEDS INC
851,POINT (310856.150910688 4804072.988274214 ),RIDLEY BLOCK OPERATIONS
852,POINT (310780.3450246642 4805708.987383261 ),JBS USA LLC SWIFT PORK CO
853,POINT (338971.6083760509 4993062.228995121 ),CENTRAL MINNESOTA FABRICATING INC
854,POINT (339154.4029523679 4991879.318869924 ),HARVEST STATES CO-OP
855,POINT (340109.6358883425 4992900.160200951 ),JENNIE-O FOODS INC
856,POINT (339299.7605940398 4992020.157002445 ),JENNIE-O TURKEY STORE WILLMAR
857,POINT (339154.1224383155 4991868.210021964 ),LAND O'LAKES PURINA FEED LLC - WILLMAR
858,POINT (339353.4420860362 4992274.469003141 ),MOLENAAR INC
859,POINT (338294.3729265555 4993068.275955062 ),PALS INC
860,POINT (336292.5205870667 4993942.029736396 ),WILLMAR POULTRY CO INC (DBA PALS)
861,POINT (384999.2900337341 4993087.025630306 ),JENNIE O TURKEY STORE ATWATER FEEDMILL
862,POINT (313415.2905826477 5007246.665357035 ),CHIPPEWA VALLEY ETHANOL CO
863,POINT (313688.3377973336 5006104.533553607 ),LORAL INC
864,POINT (317475.4733314945 5004915.938003609 ),CNH INDUSTRIAL AMERICA LLC
865,POINT (726435.1742645268 4923581.871553261 ),SCHOTT CORP
866,POINT (322875.1734413472 4936704.606793337 ),TEBBEN MANUFACTURING CO INC
867,POINT (308663.5186828831 4915040.364087163 ),MID CONTINENT CABINETRY
868,POINT (735738.5752676033 4938638.58461405 ),AG PROCESSING INC A COOPERATIVE
869,POINT (735475.2961358468 4938662.378370308 ),JENNIE-O TURKEYSTORE DAWSON FEED MILL
870,POINT (737359.4172388843 4937807.92358949 ),BLUEGRASS PROTEINS
871,POINT (476191.2595686603 5000202.682582157 ),HUBBARD MILLING CO
872,POINT (317154.2440920997 4929982.182614383 ),STANT CORP PLEWS/EDELMANN DIV
873,POINT (710661.4605395814 4968788.793066559 ),SPECSYS INC
874,POINT (389439.1798675169 4993975.142744762 ),PALM MFG and SALES
875,POINT (389455.496877388 4994008.196097059 ),PRECISION FIBERGLASS PRODUCTS LTD
876,POINT (688251.4771720826 5038518.586449821 ),HIREL SYSTEMS LLC-MARSHALL
877,POINT (302479.6996045095 4904384.755232757 ),HEARTLAND FOODS CO
878,POINT (302672.426529155 4905212.769789947 ),FLINT HILLS RESOURCES PINE BEND LLC MARSHALL
879,POINT (302690.9006504021 4906090.510417552 ),ADM
880,POINT (302000.7036488244 4905188.582097668 ),PPG INDUSTRIES INC WORKS #20
881,POINT (302625.0535963899 4906025.789811909 ),SCHWAN'S FOOD MANUFACTURING INC CFP/SFP
882,POINT (302617.0738844892 4906026.030481053 ),SCHWAN'S GLOBAL SUPPLY CHAIN ICE CREAM PLANT
883,POINT (300953.0733597073 4904886.817817951 ),MIDWEST AG SUPPLEMENTS MARSHALL FEED
884,POINT (293412.1023378937 4912236.439764685 ),SCHOTT CORP
885,POINT (308214.0370404521 4938155.830946136 ),JENNIE-O FOODS INC
886,POINT (307052.7822330092 4938657.26417474 ),MICRO DYNAMICS CORP BUILDING 2
887,POINT (307458.0339129391 4938656.323591893 ),LOGIC PD INC MONTEVIDEO
888,POINT (300234.6360801113 5024539.988057407 ),DENCO II LLC
889,POINT (341553.3459894301 4993308.702932967 ),TROUW NUTRITION USA LLC
890,POINT (378183.5956180923 5004293.505695161 ),TRINITY INDUSTRIES INC
891,POINT (715050.5758166186 5006991.788362136 ),MIN-DAK BEVERAGES INC
892,POINT (335402.9256587852 4911988.224326959 ),CENTRAL BI-PRODUCTS
893,POINT (336331.0901880221 4909875.359779346 ),SCHULT REDWOOD FALLS
894,POINT (334930.9023372981 4909721.623671563 ),DAKTRONICS INC
895,POINT (332976.9521553126 4926554.934457248 ),SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE
896,POINT (324048.2544122785 4926612.583489278 ),WARNER MFG CO
897,POINT (414127.4667489767 5018172.059590723 ),ANTIOCH CO
898,POINT (402427.2755501738 5022586.749516212 ),NEW FLYER OF AMERICA
899,POINT (411467.0750370944 5021342.240130413 ),WIMAN CORP
900,POINT (415369.560810313 5020177.558630791 ),MINNESOTA CORRECTIONAL FACILITY
901,POINT (419871.0199223256 5021629.932073248 ),QUEBECOR WORLD ST CLOUD
902,POINT (415227.7609313728 5021290.598407976 ),VISION-EASE LENS
903,POINT (411145.8640655725 5020791.176324266 ),DCI INC
904,POINT (409744.112691563 5020866.624793396 ),NORTHERN WIRE PRODUCTS DESIGNER WOOD PRODUCTS
905,POINT (413817.5036469462 5021309.701345305 ),LANTZ LENSES INC
906,POINT (411413.8682598859 5020342.946932752 ),GREDE LLC SAINT CLOUD
907,POINT (410233.4757166991 5020559.631955886 ),NAHAN PRINTING INC
908,POINT (394099.4957385248 5025465.863833048 ),THE KRAFT HEINZ CO
909,POINT (325777.9412804788 5040915.342533493 ),CENTRAL SPECIALTIES INC HOT MIX PLANT 1
910,POINT (711702.2901680045 5154748.332743462 ),DOUGLAS MACHINE INC
911,POINT (325677.4866206165 5044331.416884941 ),HUBBARD FEEDS INC
912,POINT (325645.5553594367 5044588.024533436 ),ALEXANDRIA EXTRUSION CO
913,POINT (326373.5012045318 5043222.514258061 ),3M CO-ALEXANDRIA
914,POINT (328249.6141463561 5045516.720710503 ),SUNOPTA GRAINS and FOODS
915,POINT (325379.726747492 5042338.426228625 ),STANDARD IRON and WIRE WORKS INC
916,POINT (400910.9612076872 5023821.61008851 ),NOVA FABRICATING INC
917,POINT (302306.2864819692 5046482.050822829 ),TWF INDUSTRIES INC
918,POINT (340037.1558329702 5004407.028525718 ),LAKESIDE FOODS INC
919,POINT (399364.8140112458 5013800.719380273 ),COLDSPRING
920,POINT (401735.3584263144 5013863.455786217 ),COLD SPRING GRANITE - MAIN PLA NT
921,POINT (401587.3553930563 5013932.428414643 ),COLD SPRING GRANITE FOUNDRY
922,POINT (406060.6129689753 5236361.473381863 ),COLD SPRINGS PROCESSING PLANT GOLD'N PLUMP POULTRY INC
923,POINT (456821.2184511437 5027534.914118564 ),GORECKI MFG INC
924,POINT (325975.9082621092 5026867.836532965 ),"WASP INC, BLUE BUILDING"
925,POINT (326091.506122723 5024240.843462432 ),CLYDE MACHINES INC
926,POINT (325975.9082621092 5026867.836532965 ),"WASP INC, TRUCK SHOP"
927,POINT (404466.8497032048 5033067.514567688 ),POLAR TANK TRAILER
928,POINT (478320.1955787702 5103229.866486446 ),MERIT ENTERPRISES INC
929,POINT (407018.0617259601 5096193.153973518 ),CENTRAL MN RENEWABLES
930,POINT (405446.5747506814 5048743.163147645 ),CRESTLINER
931,POINT (404654.9493668313 5049533.046515915 ),DESIGNER WOOD PRODUCTS
932,POINT (405974.5205687361 5046490.517954725 ),HENNEPIN PAPER CO
933,POINT (404837.4121012399 5049219.120271266 ),WABASH NATIONAL
934,POINT (405539.4291865727 5049208.479897711 ),ANDERSON CUSTOM PROCESSING INC
935,POINT (381946.9865862919 5050187.16628382 ),CENTRAL BI-PRODUCTS
936,POINT (377343.2232799322 5048975.421455715 ),LONG PRAIRIE PACKING CO
937,POINT (386390.5694641508 5026233.561503957 ),CARSTENS INDUSTRIES INC
938,POINT (384157.4460354182 5028730.242071994 ),JENNIE-O TURKEY STORE - MELROSE
939,POINT (384170.6457085408 5028596.640443495 ),LAND O'LAKES - MELROSE DAIRY PROTEINS LLC
940,POINT (384170.6457085408 5028596.640443495 ),KRAFT INC
941,POINT (469402.7507269161 5033182.778743464 ),LAND O'LAKES INC
942,POINT (388175.8157101164 5008932.376041777 ),CROMWELL MOLDING
943,POINT (388344.025952567 5008673.81932982 ),ASSOCIATED MILK PRODUCERS INC
944,POINT (388327.8986681606 5009540.886801921 ),WET JET INTERNATIONAL LTD
945,POINT (388473.9128631423 5017817.262138289 ),WET JET INTERNATIONAL LTD
946,POINT (419075.7761062705 5019495.621218876 ),CENTRAL MARBLE PRODUCTS INC
947,POINT (408208.9142056882 5028455.890943826 ),VIKING WATERBEDS INC
948,POINT (412251.7810235114 5024798.084500058 ),VERSO PAPER CORP. - SARTELL MILL
949,POINT (412061.9902955933 5024667.390265556 ),DEZURIK INC
950,POINT (376868.9797237095 5033147.364057215 ),STANDARD IRON and WIRE WORKS INC.
951,POINT (415164.3526699973 5022402.589972932 ),DESIGN LINE CABINETS
952,POINT (419316.0461177473 5022348.121717786 ),DESIGN LINE CABINETS
953,POINT (417544.3876789865 5021671.019599793 ),STONE PRODUCTS INC
954,POINT (411467.0750370944 5021342.240130413 ),WIMAN CORP
955,POINT (414458.1439663402 5021745.441196217 ),X-CEL OPTICAL CO
956,POINT (415010.3224546657 5119203.853188112 ),ATEK PRODUCTS LLC
957,POINT (414200.2419092061 5116992.518655469 ),LARCO MANUFACTURING
958,POINT (410144.8277630489 5121962.816251718 ),MAC MANUFACTURING INC
959,POINT (414175.0027493543 5116292.742637293 ),IMAGE
960,POINT (413975.4803200926 5116373.333872733 ),KEYSTONE AUTOMOTIVE INDUSTRIES MINNESOTA INC
961,POINT (414759.2226626832 5119451.835963166 ),WAUSAU PAPER MILLS LLC
962,POINT (416281.1755583861 5119064.090537827 ),A-TEK INC
963,POINT (389763.7197989551 5206184.37396928 ),WARNER MFG CO
964,POINT (400009.4390381122 5149861.399647861 ),EVELANDS INC
965,POINT (342837.5806704321 5113938.966607188 ),SUNOPTA INGREDIENTS
966,POINT (305389.0124853303 5102679.621156135 ),LAND O'LAKES INC
967,POINT (455205.0441706768 5125900.265117482 ),ULTRANAUTICS CORP
968,POINT (459733.1015759772 5119790.653110548 ),PARKER HANNIFIN
969,POINT (454877.7918964849 5123313.624890003 ),ILEVEL BY WEYERHAEUSER
970,POINT (342105.8530131845 5144989.227024236 ),SALO MANUFACTURING INC
971,POINT (343979.428300157 5155058.751506597 ),LAMB-WESTON/RDO FROZEN
972,POINT (343905.0375193473 5156339.327401832 ),TEAM INDUSTRIES PARK RAPIDS
973,POINT (386206.9264325508 5119771.736879888 ),STERN RUBBER CO
974,POINT (386384.2580668002 5118934.832113811 ),3M CO STAPLES PLANT
975,POINT (339600.9438362998 5125441.429558677 ),HOMECREST INDUSTRIES INC
976,POINT (308573.7852747023 5150970.126865744 ),LAND O'LAKES PURINA FEED LLC - DETROIT LAKES
977,POINT (308521.9158388854 5151516.75315374 ),SWIFT-ECKRICH INC
978,POINT (308087.6548135311 5152842.919360803 ),TEAM INDUSTRIES PARKRAPIDS DL INC
979,POINT (303904.352827028 5150073.892826547 ),S J ELECTRO SYSTEMS INC
980,POINT (301705.6563312807 5155206.377042306 ),TEAM INDUSTRIES-AUDUBON
981,POINT (726859.2191767213 5117680.060665556 ),BANNER ENGINEERING CORP
982,POINT (727647.9513584162 5116630.126972913 ),DAIRY FARMERS OF AMERICA INC
983,POINT (727318.3154653689 5117596.951695275 ),QUALITY CIRCUITS INC
984,POINT (729764.0333841908 5117510.19710802 ),OTTER TAIL POWER CO HOOT LAKE PLANT
985,POINT (314657.2374162849 5246423.591613086 ),J RETTENMAIER USA LP
986,POINT (696244.1752643593 5154027.273057017 ),BUSCH AGRICULTURAL RESOURCES LLC
987,POINT (696037.5277793121 5154243.033666243 ),AMOCO OIL MOORHEAD TERMINAL
988,POINT (695204.3161383667 5157219.240273957 ),AMERICAN CRYSTAL SUGAR CO
989,POINT (328904.9562336754 5131235.880207431 ),BRUNSWICK NEW YORK MILLS OPERATIONS
990,POINT (726001.1390914591 5139354.804057503 ),WEST CENTRAL TURKEYS LLC
991,POINT (319821.7884526614 5136768.71317299 ),BARREL O'FUN SNACK FOODS CO
992,POINT (319706.445707539 5135993.679598545 ),DOANE PET CARE CO
993,POINT (319821.7884526614 5136768.71317299 ),BONGARDS' CREAMERIES PERHAM
994,POINT (385025.6076447259 5236289.329098373 ),CORE CRAFT INC
995,POINT (390126.7011286684 5231878.82689989 ),POTLATCHDELTIC LAND and LUMBER LLC - BEMIDJI LUMBERMILL
996,POINT (390636.5335221812 5232013.881547575 ),AINSWORTH ENGINEERED (USA) LLC
997,POINT (608847.0946337307 5239886.062289 ),GEORGIA-PACIFIC CORP
998,POINT (399312.7092100287 5364400.301626447 ),ANI PHARMACEUTICALS BAUDETTE MAIN STREET FACILITY
999,POINT (461285.4175127081 5327545.66987139 ),PAGE and HILL FOREST PRODUCTS INC
1000,POINT (482074.8973252116 5356675.739395621 ),BOISE WHITE PAPER LLC
1001,POINT (482074.8973252116 5356675.739395621 ),INTERNATIONAL BILDRITE INC
1002,POINT (544589.1415180761 5127709.98649569 ),SPECIALTY MINERALS INC
1003,POINT (345038.7246083326 5241074.241050909 ),NORBORD MINNESOTA INC
1004,POINT (394731.2947706663 5249692.590513714 ),LAND O LAKES WOOD PRESERVING CO
1005,POINT (715736.2319547685 5328472.38090364 ),COUNTRY LAKE FOODS INC BRIDGEMAN DIV
1006,POINT (715442.6757801764 5323776.084247355 ),HYDRA-MAC INC
1007,POINT (715062.857812406 5327534.50718905 ),ARCTIC CAT INC
1008,POINT (697483.9159763721 5259056.327495724 ),AMERICAN CRYSTAL SUGAR CO
1009,POINT (698066.5276060796 5259009.246826664 ),NEW FLYER OF AMERICA INC
1010,POINT (698025.8362971651 5259096.872974143 ),PHOENIX INDUSTRIES OF CROOKSTO N LTD
1011,POINT (650347.52981928 5269611.489076421 ),AMERICAN CRYSTAL SUGAR CO
1012,POINT (321901.5303909918 5376095.758745753 ),POLARIS INDUSTRIES INC
1013,POINT (689487.4271505835 5330748.760313537 ),NORDIC FIBERGLASS INC
1014,POINT (338176.8276090599 5379198.757208535 ),MARVIN LUMBER and CEDAR CO
